symbol,direction,entry_time,exit_time,entry_price,exit_price,z_at_entry,spy_z_at_entry,outperformance_at_entry,avg_move,qty,hold_hours,minutes_since_open,exit_reason
ADBE,Short,2021-09-27T14:00:00+00:00,2021-09-27T19:45:00+00:00,604.4000,603.6100,-1.9952,-0.8868,-1.1084,0.0060,-31.00,5.7500,30,eod
T,Long,2021-09-27T14:00:00+00:00,2021-09-27T19:45:00+00:00,20.7900,20.7000,2.0001,-0.8868,2.8869,0.0041,927.00,5.7500,30,eod
AAPL,Long,2021-09-28T14:00:00+00:00,2021-09-28T19:45:00+00:00,144.2700,141.9700,1.5435,-1.3320,2.8754,0.0053,133.00,5.7500,30,eod
AAPL,Short,2021-09-28T14:05:00+00:00,2021-09-28T19:45:00+00:00,143.9600,141.9700,1.1785,-1.9344,3.1128,0.0051,-133.00,5.6667,35,eod
GS,Short,2021-09-28T14:00:00+00:00,2021-09-28T19:45:00+00:00,396.1200,389.1100,-3.4532,-1.3320,-2.1212,0.0054,-48.00,5.7500,30,eod
MU,Short,2021-09-29T14:10:00+00:00,2021-09-29T19:45:00+00:00,72.8400,71.7200,3.4879,0.3937,3.0942,0.0091,-265.00,5.5833,40,eod
NFLX,Long,2021-09-29T14:00:00+00:00,2021-09-29T19:45:00+00:00,60.7600,60.1600,3.3638,0.7950,2.5687,0.0060,318.00,5.7500,30,eod
ADBE,Short,2021-09-29T14:00:00+00:00,2021-09-29T19:45:00+00:00,581.5400,579.1900,-1.1726,0.7950,-1.9676,0.0062,-33.00,5.7500,30,eod
LLY,Long,2021-09-30T14:00:00+00:00,2021-09-30T19:35:00+00:00,236.0400,232.2500,2.3101,0.0328,2.2773,0.0051,82.00,5.5833,30,reversal
DE,Short,2021-09-30T14:00:00+00:00,2021-09-30T19:45:00+00:00,346.4500,337.3500,-1.5577,0.0328,-1.5905,0.0071,-55.00,5.7500,30,eod
HD,Long,2021-09-30T17:25:00+00:00,2021-09-30T19:45:00+00:00,328.0600,329.3700,-4.3580,-1.2729,-3.0850,0.0064,59.00,2.3333,235,eod
HD,Short,2021-10-01T14:15:00+00:00,2021-10-01T15:10:00+00:00,326.0600,328.9700,-2.9464,-1.8016,-1.1448,0.0044,-59.00,0.9167,45,reversal
COP,Short,2021-10-01T14:00:00+00:00,2021-10-01T19:45:00+00:00,69.5400,70.1500,2.6385,-1.3863,4.0248,0.0060,-279.00,5.7500,30,eod
JPM,Long,2021-10-01T14:00:00+00:00,2021-10-01T19:45:00+00:00,165.3600,167.3800,1.5948,-1.3863,2.9811,0.0052,117.00,5.7500,30,eod
NFLX,Short,2021-10-04T14:00:00+00:00,2021-10-04T19:45:00+00:00,60.3900,60.2600,-3.8337,-2.2486,-1.5851,0.0084,-321.00,5.7500,30,eod
XOM,Long,2021-10-04T14:00:00+00:00,2021-10-04T19:45:00+00:00,61.7600,61.9300,0.5588,-2.2486,2.8074,0.0076,314.00,5.7500,30,eod
COIN,Short,2021-10-04T14:00:00+00:00,2021-10-04T19:45:00+00:00,232.6800,228.5400,2.5305,-2.2486,4.7791,0.0065,-83.00,5.7500,30,eod
COIN,Long,2021-10-05T14:05:00+00:00,2021-10-05T16:05:00+00:00,236.6800,235.9300,3.0701,1.5965,1.4736,0.0079,82.00,2.0000,35,reversal
MPC,Long,2021-10-05T16:00:00+00:00,2021-10-05T19:45:00+00:00,62.7800,63.3700,-1.4153,1.9082,-3.3234,0.0081,310.00,3.7500,150,eod
PFE,Short,2021-10-05T14:00:00+00:00,2021-10-05T19:45:00+00:00,42.4500,42.3800,-1.3005,1.4555,-2.7560,0.0040,-459.00,5.7500,30,eod
PYPL,Long,2021-10-06T14:00:00+00:00,2021-10-06T16:05:00+00:00,258.2300,260.6000,0.0632,-1.0970,1.1602,0.0055,75.00,2.0833,30,reversal
MPC,Long,2021-10-06T14:15:00+00:00,2021-10-06T19:45:00+00:00,61.7000,62.7100,-3.3841,0.2109,-3.5951,0.0070,317.00,5.5000,45,eod
CAT,Short,2021-10-06T14:00:00+00:00,2021-10-06T19:45:00+00:00,188.2000,191.4400,-2.9117,-1.0970,-1.8147,0.0068,-103.00,5.7500,30,eod
NFLX,Short,2021-10-07T14:00:00+00:00,2021-10-07T19:45:00+00:00,63.7800,63.2500,-1.1379,0.6987,-1.8367,0.0099,-306.00,5.7500,30,eod
FCX,Short,2021-10-07T18:00:00+00:00,2021-10-07T19:45:00+00:00,34.4100,34.4500,3.1355,0.1075,3.0280,0.0169,-568.00,1.7500,270,eod
COIN,Long,2021-10-07T14:00:00+00:00,2021-10-07T19:45:00+00:00,252.3700,251.1600,2.7539,0.6987,2.0551,0.0083,77.00,5.7500,30,eod
BAC,Long,2021-10-08T14:00:00+00:00,2021-10-08T19:45:00+00:00,44.7100,44.4200,2.1729,0.4124,1.7604,0.0063,437.00,5.7500,30,eod
COIN,Short,2021-10-08T14:00:00+00:00,2021-10-08T19:45:00+00:00,249.6100,248.5000,-1.9542,0.4124,-2.3666,0.0092,-78.00,5.7500,30,eod
AMD,Long,2021-10-11T14:20:00+00:00,2021-10-11T15:15:00+00:00,107.1300,106.4900,2.6022,1.5657,1.0365,0.0073,182.00,0.9167,50,reversal
NKE,Long,2021-10-11T14:00:00+00:00,2021-10-11T19:45:00+00:00,151.9100,150.2500,-2.2714,1.6296,-3.9010,0.0038,128.00,5.7500,30,eod
LLY,Short,2021-10-11T14:00:00+00:00,2021-10-11T19:45:00+00:00,237.1300,234.1100,-0.0578,1.6296,-1.6874,0.0051,-82.00,5.7500,30,eod
MU,Long,2021-10-12T17:30:00+00:00,2021-10-12T19:45:00+00:00,65.9200,66.4600,-4.0025,-0.9520,-3.0505,0.0102,296.00,2.2500,240,eod
GOOGL,Short,2021-10-12T14:00:00+00:00,2021-10-12T19:45:00+00:00,136.9000,136.2200,-2.5515,-1.0382,-1.5134,0.0056,-142.00,5.7500,30,eod
SLB,Long,2021-10-12T14:00:00+00:00,2021-10-12T19:45:00+00:00,33.1100,32.8200,1.8911,-1.0382,2.9292,0.0109,588.00,5.7500,30,eod
SLB,Short,2021-10-12T14:05:00+00:00,2021-10-12T19:45:00+00:00,33.1900,32.8200,2.0170,-1.5586,3.5756,0.0115,-588.00,5.6667,35,eod
AMD,Long,2021-10-13T14:00:00+00:00,2021-10-13T19:45:00+00:00,109.0100,109.3000,2.3889,-0.2934,2.6824,0.0068,180.00,5.7500,30,eod
BAC,Short,2021-10-13T14:00:00+00:00,2021-10-13T19:45:00+00:00,42.6300,43.1900,-2.3042,-0.2934,-2.0108,0.0076,-460.00,5.7500,30,eod
PFE,Long,2021-10-13T14:00:00+00:00,2021-10-13T19:45:00+00:00,41.2000,41.4700,-3.6619,-0.2934,-3.3684,0.0038,476.00,5.7500,30,eod
UNH,Long,2021-10-14T14:00:00+00:00,2021-10-14T19:45:00+00:00,422.1600,420.3100,-3.7766,1.3535,-5.1302,0.0052,46.00,5.7500,30,eod
LLY,Short,2021-10-14T14:00:00+00:00,2021-10-14T19:45:00+00:00,235.4000,236.3100,-1.3107,1.3535,-2.6643,0.0055,-83.00,5.7500,30,eod
PYPL,Long,2021-10-14T14:00:00+00:00,2021-10-14T19:45:00+00:00,265.0000,266.5600,2.6800,1.3535,1.3265,0.0059,73.00,5.7500,30,eod
GE,Long,2021-10-15T14:00:00+00:00,2021-10-15T17:25:00+00:00,65.6500,64.8400,2.2519,0.0921,2.1598,0.0069,297.00,3.4167,30,reversal
CRM,Short,2021-10-15T14:00:00+00:00,2021-10-15T19:45:00+00:00,289.8900,291.5700,-1.3793,0.0921,-1.4714,0.0059,-67.00,5.7500,30,eod
LLY,Long,2021-10-18T14:00:00+00:00,2021-10-18T16:30:00+00:00,241.5800,239.6200,3.0629,1.4118,1.6511,0.0064,80.00,2.5000,30,reversal
DIS,Short,2021-10-18T14:00:00+00:00,2021-10-18T19:45:00+00:00,171.3700,171.0800,-1.3927,1.4118,-2.8045,0.0049,-113.00,5.7500,30,eod
DIS,Long,2021-10-18T16:30:00+00:00,2021-10-18T19:45:00+00:00,170.7500,171.0800,-1.4823,1.5734,-3.0557,0.0070,113.00,3.2500,180,eod
TXN,Long,2021-10-19T14:00:00+00:00,2021-10-19T19:45:00+00:00,195.2800,197.9400,1.4821,0.3656,1.1164,0.0044,99.00,5.7500,30,eod
NKE,Short,2021-10-19T14:00:00+00:00,2021-10-19T19:45:00+00:00,157.8300,157.4400,-1.5794,0.3656,-1.9450,0.0049,-122.00,5.7500,30,eod
CRM,Long,2021-10-20T15:15:00+00:00,2021-10-20T19:45:00+00:00,289.0900,289.8200,-3.2446,-0.0741,-3.1705,0.0060,67.00,4.5000,105,eod
ADBE,Short,2021-10-20T14:00:00+00:00,2021-10-20T19:45:00+00:00,630.9100,631.6200,-2.5534,-0.4115,-2.1419,0.0061,-30.00,5.7500,30,eod
SBUX,Short,2021-10-20T14:00:00+00:00,2021-10-20T19:45:00+00:00,114.2600,113.8300,2.8623,-0.4115,3.2738,0.0037,-170.00,5.7500,30,eod
PFE,Long,2021-10-20T14:00:00+00:00,2021-10-20T19:45:00+00:00,42.6600,42.7700,2.0120,-0.4115,2.4235,0.0052,456.00,5.7500,30,eod
TSLA,Long,2021-10-21T14:00:00+00:00,2021-10-21T19:45:00+00:00,295.3300,297.9300,2.7166,0.6858,2.0308,0.0071,65.00,5.7500,30,eod
TSLA,Short,2021-10-21T14:10:00+00:00,2021-10-21T19:45:00+00:00,297.0600,297.9300,4.2543,0.8426,3.4117,0.0059,-65.00,5.5833,40,eod
GE,Long,2021-10-21T14:55:00+00:00,2021-10-21T19:45:00+00:00,65.0700,64.4200,-2.1592,0.8632,-3.0224,0.0069,298.00,4.8333,85,eod
LLY,Short,2021-10-21T14:00:00+00:00,2021-10-21T19:45:00+00:00,240.2800,241.0600,-2.0767,0.6858,-2.7625,0.0064,-81.00,5.7500,30,eod
AVGO,Long,2021-10-22T14:00:00+00:00,2021-10-22T19:45:00+00:00,51.9400,51.6300,2.1094,-0.2091,2.3185,0.0041,373.00,5.7500,30,eod
GOOGL,Short,2021-10-22T14:00:00+00:00,2021-10-22T19:45:00+00:00,137.7900,137.4700,-2.5805,-0.2091,-2.3714,0.0055,-140.00,5.7500,30,eod
UNH,Short,2021-10-22T15:40:00+00:00,2021-10-22T19:45:00+00:00,446.1700,448.2700,1.5503,-1.4535,3.0038,0.0066,-43.00,4.0833,130,eod
COP,Short,2021-10-25T14:00:00+00:00,2021-10-25T16:10:00+00:00,77.8900,76.7100,2.9415,-0.6946,3.6361,0.0060,-248.00,2.1667,30,reversal
SLB,Long,2021-10-25T14:00:00+00:00,2021-10-25T16:25:00+00:00,34.6800,34.2600,1.5898,-0.6946,2.2844,0.0099,557.00,2.4167,30,reversal
MU,Short,2021-10-25T14:00:00+00:00,2021-10-25T19:45:00+00:00,69.5200,68.7100,-2.6487,-0.6946,-1.9541,0.0071,-277.00,5.7500,30,eod
MU,Long,2021-10-25T15:05:00+00:00,2021-10-25T19:45:00+00:00,68.8500,68.7100,-3.0709,-0.0492,-3.0217,0.0092,281.00,4.6667,95,eod
TSLA,Long,2021-10-26T14:00:00+00:00,2021-10-26T15:30:00+00:00,355.6400,343.0500,3.4511,0.4959,2.9553,0.0081,54.00,1.5000,30,reversal
TSLA,Short,2021-10-26T14:05:00+00:00,2021-10-26T15:30:00+00:00,358.6800,343.0500,4.4995,0.6057,3.8939,0.0082,-54.00,1.4167,35,reversal
TXN,Long,2021-10-26T14:00:00+00:00,2021-10-26T16:45:00+00:00,197.3100,197.6300,-2.6837,0.4959,-3.1795,0.0043,98.00,2.7500,30,reversal
META,Short,2021-10-26T14:00:00+00:00,2021-10-26T19:45:00+00:00,323.0000,316.1800,-2.4775,0.4959,-2.9733,0.0070,-59.00,5.7500,30,eod
CVX,Short,2021-10-27T14:10:00+00:00,2021-10-27T14:35:00+00:00,113.4000,112.6400,3.0380,-0.0171,3.0551,0.0030,-174.00,0.4167,40,reversal
AMD,Short,2021-10-27T14:00:00+00:00,2021-10-27T19:45:00+00:00,121.7700,122.1000,-2.6178,0.3584,-2.9762,0.0093,-162.00,5.7500,30,eod
GOOGL,Long,2021-10-27T14:00:00+00:00,2021-10-27T19:45:00+00:00,142.0500,147.1000,2.5654,0.3584,2.2070,0.0053,139.00,5.7500,30,eod
SBUX,Long,2021-10-27T14:15:00+00:00,2021-10-27T19:45:00+00:00,113.3600,113.6900,-3.1963,0.2637,-3.4600,0.0049,174.00,5.5000,45,eod
AAPL,Long,2021-10-28T14:00:00+00:00,2021-10-28T19:45:00+00:00,151.9600,152.3600,2.2838,0.2736,2.0102,0.0040,131.00,5.7500,30,eod
LOW,Long,2021-10-28T18:30:00+00:00,2021-10-28T19:45:00+00:00,232.3500,231.7000,-1.9437,1.0821,-3.0258,0.0041,86.00,1.2500,300,eod
PYPL,Short,2021-10-28T14:00:00+00:00,2021-10-28T19:45:00+00:00,233.2500,236.4600,-1.8338,0.2736,-2.1074,0.0076,-85.00,5.7500,30,eod
AMZN,Long,2021-10-29T14:00:00+00:00,2021-10-29T19:45:00+00:00,165.5400,167.6300,2.2854,0.8863,1.3991,0.0046,120.00,5.7500,30,eod
CAT,Long,2021-10-29T14:00:00+00:00,2021-10-29T19:45:00+00:00,205.6200,203.9600,-2.2591,0.8863,-3.1453,0.0064,96.00,5.7500,30,eod
JPM,Short,2021-10-29T14:00:00+00:00,2021-10-29T19:45:00+00:00,170.4800,169.8600,-1.5619,0.8863,-2.4482,0.0052,-116.00,5.7500,30,eod
DIS,Long,2021-11-01T14:00:00+00:00,2021-11-01T15:25:00+00:00,170.5800,169.8400,1.0621,-1.7566,2.8187,0.0034,116.00,1.4167,30,reversal
DE,Short,2021-11-01T14:00:00+00:00,2021-11-01T19:45:00+00:00,357.9700,359.5400,2.8272,-1.7566,4.5838,0.0066,-55.00,5.7500,30,eod
LOW,Short,2021-11-01T14:00:00+00:00,2021-11-01T19:45:00+00:00,232.6100,231.4000,-3.0249,-1.7566,-1.2683,0.0043,-85.00,5.7500,30,eod
LOW,Long,2021-11-01T14:25:00+00:00,2021-11-01T19:45:00+00:00,231.5900,231.4000,-4.2931,-0.3959,-3.8973,0.0040,86.00,5.3333,55,eod
SBUX,Short,2021-11-02T14:00:00+00:00,2021-11-02T17:10:00+00:00,110.1800,111.4900,-0.6385,2.1901,-2.8286,0.0059,-180.00,3.1667,30,reversal
MPC,Long,2021-11-02T14:00:00+00:00,2021-11-02T19:45:00+00:00,66.3200,64.8000,-2.5250,2.1901,-4.7151,0.0052,299.00,5.7500,30,eod
GS,Short,2021-11-02T17:30:00+00:00,2021-11-02T19:45:00+00:00,424.3600,424.4100,3.6797,0.6651,3.0147,0.0064,-46.00,2.2500,240,eod
LLY,Long,2021-11-02T14:05:00+00:00,2021-11-02T19:45:00+00:00,255.0300,256.1700,2.2835,1.2175,1.0660,0.0088,77.00,5.6667,35,eod
SLB,Long,2021-11-03T14:00:00+00:00,2021-11-03T19:45:00+00:00,32.9300,32.9700,1.8647,-0.7992,2.6639,0.0068,597.00,5.7500,30,eod
DE,Short,2021-11-03T14:00:00+00:00,2021-11-03T19:45:00+00:00,339.0300,341.0800,-2.8304,-0.7992,-2.0312,0.0078,-58.00,5.7500,30,eod
NKE,Short,2021-11-03T14:00:00+00:00,2021-11-03T19:45:00+00:00,171.0200,172.8400,2.6365,-0.7992,3.4357,0.0038,-115.00,5.7500,30,eod
PFE,Long,2021-11-03T16:50:00+00:00,2021-11-03T19:45:00+00:00,44.5800,44.7500,-3.1556,0.0811,-3.2367,0.0096,442.00,2.9167,200,eod
NVDA,Long,2021-11-04T14:00:00+00:00,2021-11-04T14:20:00+00:00,28.2900,28.2800,3.8535,2.2293,1.6241,0.0077,691.00,0.3333,30,reversal
NVDA,Short,2021-11-04T15:30:00+00:00,2021-11-04T19:45:00+00:00,28.9500,29.9900,4.3692,1.3557,3.0136,0.0123,-676.00,4.2500,120,eod
NFLX,Short,2021-11-04T14:00:00+00:00,2021-11-04T19:45:00+00:00,68.0100,66.8000,-0.5399,2.2293,-2.7692,0.0043,-287.00,5.7500,30,eod
PFE,Long,2021-11-04T14:00:00+00:00,2021-11-04T19:45:00+00:00,43.8300,43.6900,-2.0400,2.2293,-4.2693,0.0059,446.00,5.7500,30,eod
MU,Short,2021-11-05T14:00:00+00:00,2021-11-05T15:30:00+00:00,72.7700,73.3100,-1.3377,0.4666,-1.8043,0.0062,-266.00,1.5000,30,reversal
QCOM,Short,2021-11-05T14:05:00+00:00,2021-11-05T19:45:00+00:00,159.7600,162.8900,3.3190,-0.4104,3.7294,0.0047,-121.00,5.6667,35,eod
DIS,Long,2021-11-05T14:00:00+00:00,2021-11-05T19:45:00+00:00,174.9200,175.6100,3.3019,0.4666,2.8352,0.0030,110.00,5.7500,30,eod
DIS,Short,2021-11-08T15:00:00+00:00,2021-11-08T16:35:00+00:00,178.3800,176.7100,2.4218,-1.3544,3.7762,0.0030,-107.00,1.5833,30,reversal
COP,Long,2021-11-08T15:00:00+00:00,2021-11-08T18:25:00+00:00,76.8500,76.0500,1.4917,-1.3544,2.8461,0.0060,250.00,3.4167,30,reversal
LOW,Short,2021-11-08T15:00:00+00:00,2021-11-08T20:45:00+00:00,234.7400,234.8600,-2.6738,-1.3544,-1.3194,0.0050,-81.00,5.7500,30,eod
TSLA,Short,2021-11-09T15:00:00+00:00,2021-11-09T20:45:00+00:00,354.6700,340.6500,-5.2012,-3.5981,-1.6031,0.0161,-54.00,5.7500,30,eod
TSLA,Long,2021-11-09T16:35:00+00:00,2021-11-09T20:45:00+00:00,354.2900,340.6500,-5.4357,-2.3868,-3.0489,0.0155,54.00,4.1667,125,eod
MSFT,Long,2021-11-09T15:00:00+00:00,2021-11-09T20:45:00+00:00,336.4900,336.1000,-0.6602,-3.5981,2.9379,0.0042,57.00,5.7500,30,eod
LLY,Short,2021-11-09T15:00:00+00:00,2021-11-09T20:45:00+00:00,260.9200,261.9200,0.9537,-3.5981,4.5518,0.0081,-73.00,5.7500,30,eod
NVDA,Long,2021-11-10T15:05:00+00:00,2021-11-10T16:25:00+00:00,30.4100,29.8500,3.6497,2.5788,1.0709,0.0120,621.00,1.3333,35,reversal
TSLA,Short,2021-11-10T19:15:00+00:00,2021-11-10T20:45:00+00:00,349.4300,353.5500,2.1955,-0.9073,3.1028,0.0230,-54.00,1.5000,285,eod
COP,Short,2021-11-10T15:00:00+00:00,2021-11-10T20:45:00+00:00,74.5700,73.0700,-0.6012,2.3605,-2.9617,0.0060,-253.00,5.7500,30,eod
GE,Long,2021-11-10T15:00:00+00:00,2021-11-10T20:45:00+00:00,68.4800,67.8100,-1.7287,2.3605,-4.0892,0.0079,276.00,5.7500,30,eod
DIS,Short,2021-11-11T15:00:00+00:00,2021-11-11T15:15:00+00:00,159.5500,161.8400,-3.1435,-0.4458,-2.6977,0.0045,-117.00,0.2500,30,reversal
FCX,Short,2021-11-11T15:00:00+00:00,2021-11-11T20:45:00+00:00,40.6600,40.9300,2.6012,-0.4458,3.0470,0.0127,-461.00,5.7500,30,eod
SCHW,Long,2021-11-11T15:00:00+00:00,2021-11-11T20:45:00+00:00,81.7200,81.5600,2.1796,-0.4458,2.6254,0.0044,229.00,5.7500,30,eod
MU,Long,2021-11-12T15:00:00+00:00,2021-11-12T20:45:00+00:00,76.8800,77.3100,2.7007,-0.1609,2.8616,0.0068,242.00,5.7500,30,eod
MU,Short,2021-11-12T15:10:00+00:00,2021-11-12T20:45:00+00:00,76.8200,77.3100,2.7630,-0.2431,3.0061,0.0063,-242.00,5.5833,40,eod
CRM,Short,2021-11-12T15:00:00+00:00,2021-11-12T20:45:00+00:00,303.8100,306.0900,-1.4839,-0.1609,-1.3230,0.0049,-61.00,5.7500,30,eod
DIS,Long,2021-11-12T15:55:00+00:00,2021-11-12T20:45:00+00:00,160.3200,159.6800,-2.3257,0.9810,-3.3067,0.0046,116.00,4.8333,85,eod
META,Long,2021-11-15T15:00:00+00:00,2021-11-15T20:45:00+00:00,352.0800,348.4300,2.1462,-0.8043,2.9505,0.0064,52.00,5.7500,30,eod
CVX,Short,2021-11-15T16:00:00+00:00,2021-11-15T20:45:00+00:00,115.7800,116.7100,1.7928,-1.4016,3.1945,0.0040,-159.00,4.7500,90,eod
DIS,Short,2021-11-15T18:30:00+00:00,2021-11-15T20:45:00+00:00,158.2300,158.1100,-2.2466,-1.2349,-1.0118,0.0058,-116.00,2.2500,240,eod
QCOM,Long,2021-11-16T15:00:00+00:00,2021-11-16T15:40:00+00:00,169.2600,167.7200,2.5491,0.9614,1.5877,0.0048,108.00,0.6667,30,reversal
QCOM,Short,2021-11-16T19:10:00+00:00,2021-11-16T20:45:00+00:00,179.3200,181.6700,4.4848,1.4012,3.0837,0.0161,-102.00,1.5833,280,eod
GE,Short,2021-11-16T15:00:00+00:00,2021-11-16T20:45:00+00:00,64.6100,64.2700,-1.4532,0.9614,-2.4146,0.0064,-284.00,5.7500,30,eod
GE,Long,2021-11-16T15:05:00+00:00,2021-11-16T20:45:00+00:00,64.3800,64.2700,-2.3076,0.8688,-3.1764,0.0056,285.00,5.6667,35,eod
COP,Long,2021-11-17T15:00:00+00:00,2021-11-17T16:05:00+00:00,73.7200,72.9300,2.9022,-0.0966,2.9988,0.0041,247.00,1.0833,30,reversal
LLY,Short,2021-11-17T15:00:00+00:00,2021-11-17T16:50:00+00:00,263.1400,259.9100,2.9119,-0.0966,3.0085,0.0075,-69.00,1.8333,30,reversal
SCHW,Short,2021-11-17T15:00:00+00:00,2021-11-17T20:45:00+00:00,80.8500,81.3400,-2.2277,-0.0966,-2.1310,0.0033,-225.00,5.7500,30,eod
LOW,Long,2021-11-17T16:00:00+00:00,2021-11-17T20:45:00+00:00,247.9200,246.2000,-2.6538,0.5352,-3.1890,0.0087,73.00,4.7500,90,eod
AAPL,Long,2021-11-18T15:00:00+00:00,2021-11-18T16:40:00+00:00,154.3800,154.6700,2.8575,0.8010,2.0564,0.0025,117.00,1.6667,30,reversal
GE,Short,2021-11-18T15:00:00+00:00,2021-11-18T20:45:00+00:00,62.3200,62.3700,-2.1224,0.8010,-2.9234,0.0063,-290.00,5.7500,30,eod
GS,Long,2021-11-18T15:00:00+00:00,2021-11-18T20:45:00+00:00,388.4900,391.5300,-2.7961,0.8010,-3.5971,0.0046,46.00,5.7500,30,eod
BAC,Short,2021-11-19T15:00:00+00:00,2021-11-19T17:40:00+00:00,44.9700,45.6500,-1.3986,1.0926,-2.4912,0.0047,-403.00,2.6667,30,reversal
MU,Short,2021-11-19T17:00:00+00:00,2021-11-19T20:45:00+00:00,83.2300,83.2200,3.9897,0.9832,3.0065,0.0097,-217.00,3.7500,150,eod
AAPL,Long,2021-11-19T15:00:00+00:00,2021-11-19T20:45:00+00:00,158.8100,160.7400,3.4278,1.0926,2.3352,0.0031,114.00,5.7500,30,eod
XOM,Long,2021-11-19T15:00:00+00:00,2021-11-19T20:45:00+00:00,60.5500,60.7000,-3.6616,1.0926,-4.7542,0.0064,299.00,5.7500,30,eod
UNH,Short,2021-11-22T15:00:00+00:00,2021-11-22T16:05:00+00:00,439.4700,442.0600,-1.4223,1.3015,-2.7238,0.0040,-41.00,1.0833,30,reversal
GOOGL,Long,2021-11-22T15:00:00+00:00,2021-11-22T18:05:00+00:00,147.9000,147.2400,-1.7190,1.3015,-3.0205,0.0043,122.00,3.0833,30,reversal
MU,Long,2021-11-22T15:00:00+00:00,2021-11-22T20:45:00+00:00,87.2100,84.4600,4.1876,1.3015,2.8861,0.0074,207.00,5.7500,30,eod
MU,Short,2021-11-22T15:05:00+00:00,2021-11-22T20:45:00+00:00,87.5600,84.4600,5.0086,1.4050,3.6035,0.0070,-207.00,5.6667,35,eod
UNH,Long,2021-11-23T15:00:00+00:00,2021-11-23T20:45:00+00:00,443.7900,446.5800,2.7812,1.3872,1.3939,0.0048,41.00,5.7500,30,eod
UNH,Short,2021-11-23T15:40:00+00:00,2021-11-23T20:45:00+00:00,441.8400,446.5800,1.8676,-1.3506,3.2183,0.0048,-41.00,5.0833,70,eod
DIS,Short,2021-11-23T15:00:00+00:00,2021-11-23T20:45:00+00:00,151.8800,151.2800,-0.9436,1.3872,-2.3308,0.0067,-120.00,5.7500,30,eod
AMD,Long,2021-11-24T15:00:00+00:00,2021-11-24T16:25:00+00:00,152.2000,154.6200,2.4621,1.3029,1.1592,0.0126,119.00,1.4167,30,reversal
PFE,Short,2021-11-24T15:00:00+00:00,2021-11-24T20:45:00+00:00,50.8700,50.8700,-1.2549,1.3029,-2.5579,0.0047,-357.00,5.7500,30,eod
T,Long,2021-11-24T15:00:00+00:00,2021-11-24T20:45:00+00:00,18.5500,18.5000,-1.8812,1.3029,-3.1841,0.0026,980.00,5.7500,30,eod
TXN,Short,2021-11-26T15:00:00+00:00,2021-11-26T15:55:00+00:00,189.7000,189.1300,-3.1701,-2.0857,-1.0844,0.0038,-96.00,0.9167,30,reversal
PFE,Short,2021-11-26T15:00:00+00:00,2021-11-29T14:35:00+00:00,54.6300,55.1400,3.4140,-2.0857,5.4996,0.0050,-333.00,71.5833,30,reversal
T,Long,2021-11-26T15:00:00+00:00,2021-11-29T14:35:00+00:00,18.2700,18.1500,0.6227,-2.0857,2.7084,0.0026,997.00,71.5833,30,reversal
ADBE,Long,2021-11-29T15:00:00+00:00,2021-11-29T20:45:00+00:00,675.0200,689.4700,2.0357,0.9157,1.1200,0.0055,26.00,5.7500,30,eod
JPM,Long,2021-11-29T15:00:00+00:00,2021-11-29T20:45:00+00:00,160.9900,161.6200,-3.9968,0.9157,-4.9125,0.0045,112.00,5.7500,30,eod
DIS,Short,2021-11-29T15:00:00+00:00,2021-11-29T20:45:00+00:00,145.8400,148.1200,-2.0445,0.9157,-2.9601,0.0073,-124.00,5.7500,30,eod
GS,Short,2021-11-30T15:00:00+00:00,2021-11-30T15:55:00+00:00,381.6400,380.3800,-1.6502,0.9039,-2.5541,0.0061,-47.00,0.9167,30,reversal
AAPL,Long,2021-11-30T15:00:00+00:00,2021-11-30T20:45:00+00:00,163.0200,164.1000,2.9793,0.9039,2.0754,0.0054,111.00,5.7500,30,eod
AAPL,Short,2021-11-30T15:35:00+00:00,2021-11-30T20:45:00+00:00,164.1800,164.1000,3.4679,-0.1896,3.6575,0.0067,-110.00,5.1667,65,eod
T,Long,2021-11-30T15:00:00+00:00,2021-11-30T20:45:00+00:00,17.5100,17.2900,-2.2124,0.9039,-3.1162,0.0031,1037.00,5.7500,30,eod
LLY,Short,2021-12-01T15:00:00+00:00,2021-12-01T15:20:00+00:00,248.2700,251.3600,-1.1805,1.0703,-2.2508,0.0057,-73.00,0.3333,30,reversal
TXN,Long,2021-12-01T15:00:00+00:00,2021-12-01T20:45:00+00:00,198.3700,193.9000,3.6868,1.0703,2.6165,0.0054,91.00,5.7500,30,eod
TXN,Short,2021-12-01T15:10:00+00:00,2021-12-01T20:45:00+00:00,199.6200,193.9000,4.6559,1.0601,3.5959,0.0057,-90.00,5.5833,40,eod
CRM,Long,2021-12-01T15:00:00+00:00,2021-12-01T20:45:00+00:00,266.6500,251.9200,-2.1759,1.0703,-3.2462,0.0057,67.00,5.7500,30,eod
MU,Short,2021-12-02T15:00:00+00:00,2021-12-02T15:45:00+00:00,83.3300,81.8500,0.7235,2.8939,-2.1704,0.0090,-215.00,0.7500,30,reversal
TSLA,Long,2021-12-02T15:00:00+00:00,2021-12-02T20:45:00+00:00,363.3300,361.7600,-0.8044,2.8939,-3.6983,0.0131,49.00,5.7500,30,eod
T,Long,2021-12-02T15:05:00+00:00,2021-12-02T20:45:00+00:00,17.1700,17.4600,4.1274,1.8493,2.2781,0.0046,1041.00,5.6667,35,eod
